Brand_Reg,Model_No,screensize,Screen_Tech,Avg_mode_power,Star2,Screen_Size_Inch,Advertised_Size_Int,Advertised_Size_Category
Hisense,65Q6QNZ,163.896,LCD (LED),98.86,5.5,64.52598425,65,65.0 inch
Hisense,65Q6Q series,163.896,LCD (LED),98.86,5.5,64.52598425,65,65.0 inch
Hisense,55Q6QAU,138.783,LCD (LED),62,6,54.63897638,55,55.0 inch
Hisense,55Q6QNZ,138.783,LCD (LED),62,6,54.63897638,55,55.0 inch
Hisense,55Q6Q series,138.783,LCD (LED),62,6,54.63897638,55,55.0 inch
Hisense,50Q6QAU,125.731,LCD (LED),59.02,5.5,49.5003937,50,50.0 inch
Hisense,50Q6QNZ,125.731,LCD (LED),59.02,5.5,49.5003937,50,50.0 inch
Hisense,50Q6Q series,125.731,LCD (LED),59.02,5.5,49.5003937,50,50.0 inch
Hisense,43Q6QAU,107.95,LCD (LED),51.09,5,42.5,43,43.0 inch
Hisense,43Q6QNZ,107.95,LCD (LED),51.09,5,42.5,43,43.0 inch
Hisense,43Q6Q series,107.95,LCD (LED),51.09,5,42.5,43,43.0 inch
Hisense,32A4QAU,80.039,LCD (LED),22.07,6,31.51141732,32,32.0 inch
Hisense,32A4N,80.039,LCD (LED),22.07,6,31.51141732,32,32.0 inch
Hisense,32A4QNZ,80.039,LCD (LED),22.07,6,31.51141732,32,32.0 inch
Hisense,40A4QAU,100.332,LCD (LED),28.17,7,39.5007874,40,40.0 inch
Hisense,40A4QNZ,100.332,LCD (LED),28.17,7,39.5007874,40,40.0 inch
Hisense,40A4Q,100.332,LCD (LED),28.17,7,39.5007874,40,40.0 inch
Lg,75QNED93ASA,189.34,LCD (LED),190.2,3.5,74.54330709,75,75.0 inch
Lg,75QNED93A6A,189.34,LCD (LED),190.2,3.5,74.54330709,75,75.0 inch
Lg,75QNED92A6A,189.34,LCD (LED),190.2,3.5,74.54330709,75,75.0 inch
Lg,75QNED92ASA,189.34,LCD (LED),190.2,3.5,74.54330709,75,75.0 inch
Lg,75QNED92AUA,189.34,LCD (LED),190.2,3.5,74.54330709,75,75.0 inch
Lg,75QNED93AKA,189.34,LCD (LED),190.2,3.5,74.54330709,75,75.0 inch
Lg,"75QNED9#### (# can be A-Z, 0-9 or ""-"" or “.” or blank)",189.34,LCD (LED),190.2,3.5,74.54330709,75,75.0 inch
Kogan,KAL24DH5400QA,59.816,LCD (LED),20.83,5,23.5496063,24,24.0 inch
Kogan,KAL24DH5400QB,59.816,LCD (LED),20.83,5,23.5496063,24,24.0 inch
Kogan,KAL24DH5400QC,59.816,LCD (LED),20.83,5,23.5496063,24,24.0 inch
Kogan,KAL24DH5400QD,59.816,LCD (LED),20.83,5,23.5496063,24,24.0 inch
Kogan,KAL24DH5400Q*,59.816,LCD (LED),20.83,5,23.5496063,24,24.0 inch
Lg,65QNED93ASA,163.896,LCD (LED),159.1,3,64.52598425,65,65.0 inch
Lg,65QNED93A6A,163.896,LCD (LED),159.1,3,64.52598425,65,65.0 inch
Lg,65QNED92A6A,163.896,LCD (LED),159.1,3,64.52598425,65,65.0 inch
Lg,65QNED92ASA,163.896,LCD (LED),159.1,3,64.52598425,65,65.0 inch
Lg,65QNED92AUA,163.896,LCD (LED),159.1,3,64.52598425,65,65.0 inch
Lg,65QNED93AKA,163.896,LCD (LED),159.1,3,64.52598425,65,65.0 inch
Lg,"65QNED9#### (# can be A-Z, 0-9 or ""-"" or ""."" or blank)",163.896,LCD (LED),159.1,3,64.52598425,65,65.0 inch
Lg,65UA8450PSA,163.897,LCD (LED),118,5,64.52637795,65,65.0 inch
Kogan,KALED55U95TA,138.783,LCD (LED),65.43,6,54.63897638,55,55.0 inch
Eko,K50USW3,125.731,LCD (LED),69.5,5,49.5003937,50,50.0 inch
Tcl,75P7K,189.306,LCD (LED),104.7,6,74.52992126,75,75.0 inch
Lg,OLED83B56LA,209.585,OLED,151,6,82.51377953,83,83.0 inch
Lg,OLED83B5PSA,209.585,OLED,151,6,82.51377953,83,83.0 inch
Tcl,98C8K,247.604,LCD (LED),165.6,6,97.48188976,98,98.0 inch
Tcl,75C8K,189.306,LCD (LED),128.9,5.5,74.52992126,75,75.0 inch
Tcl,65C8K,163.829,LCD (LED),107.4,5,64.4996063,65,65.0 inch
Tcl,85P7K,214.783,LCD (LED),186.5,4.5,84.56023622,85,85.0 inch
Samsung,QA85QN1EFAW,214.783,LCD (LED),220,4.5,84.56023622,85,85.0 inch
Samsung,QA85QN1EFAS,214.783,LCD (LED),220,4.5,84.56023622,85,85.0 inch
Samsung,QA85QN1EFA*,214.783,LCD (LED),220,4.5,84.56023622,85,85.0 inch
Samsung,QA75QN1EFAW,189.338,LCD (LED),178,4.5,74.54251969,75,75.0 inch
Samsung,QA75QN1EFAS,189.338,LCD (LED),178,4.5,74.54251969,75,75.0 inch
Samsung,QA75QN1EFA*,189.338,LCD (LED),178,4.5,74.54251969,75,75.0 inch
Samsung,QA65QN1EFAW,163.897,LCD (LED),131,4.5,64.52637795,65,65.0 inch
Samsung,QA65QN1EFAS,163.897,LCD (LED),131,4.5,64.52637795,65,65.0 inch
Samsung,QA65QN1EFA*,163.897,LCD (LED),131,4.5,64.52637795,65,65.0 inch
Samsung,QA55QN1EFAW,138.783,LCD (LED),112,4,54.63897638,55,55.0 inch
Samsung,QA55QN1EFAS,138.783,LCD (LED),112,4,54.63897638,55,55.0 inch
Samsung,QA55QN1EFA*,138.783,LCD (LED),112,4,54.63897638,55,55.0 inch
Samsung,QA75QN990FW,189.338,LCD (LED),285,2.5,74.54251969,75,75.0 inch
Samsung,QA75QN990FS,189.338,LCD (LED),285,2.5,74.54251969,75,75.0 inch
Samsung,QA75QN990F*,189.338,LCD (LED),285,2.5,74.54251969,75,75.0 inch
Bauhn,ATV43FHDW-0325,109.465,LCD,39.8,6,43.09645669,43,43.0 inch
Emete,EME-1001TE,252.784,LCD (LED),320,4,99.52125984,100,100.0 inch
Emete,EME-1002TE,252.784,LCD (LED),320,4,99.52125984,100,100.0 inch
Emete,EME-1003TE,252.784,LCD (LED),320,4,99.52125984,100,100.0 inch
Emete,EME-1004TE,252.784,LCD (LED),320,4,99.52125984,100,100.0 inch
Emete,EME-1005TE,252.784,LCD (LED),320,4,99.52125984,100,100.0 inch
Emete,EME-1006TE,252.784,LCD (LED),320,4,99.52125984,100,100.0 inch
Emete,EME-1007TE,252.784,LCD (LED),320,4,99.52125984,100,100.0 inch
Emete,EME-1008TE,252.784,LCD (LED),320,4,99.52125984,100,100.0 inch
Emete,EME-1009TE,252.784,LCD (LED),320,4,99.52125984,100,100.0 inch
Emete,EME-1010TE,252.784,LCD (LED),320,4,99.52125984,100,100.0 inch
Emete,EME-10XXTE,252.784,LCD (LED),320,4,99.52125984,100,100.0 inch
Emete,EME-8501TE,214.783,LCD (LED),199.69,5,84.56023622,85,85.0 inch
Emete,EME-8502TE,214.783,LCD (LED),199.69,5,84.56023622,85,85.0 inch
Emete,EME-8503TE,214.783,LCD (LED),199.69,5,84.56023622,85,85.0 inch
Emete,EME-8504TE,214.783,LCD (LED),199.69,5,84.56023622,85,85.0 inch
Emete,EME-8505TE,214.783,LCD (LED),199.69,5,84.56023622,85,85.0 inch
Emete,EME-8506TE,214.783,LCD (LED),199.69,5,84.56023622,85,85.0 inch
Emete,EME-8507TE,214.783,LCD (LED),199.69,5,84.56023622,85,85.0 inch
Emete,EME-8508TE,214.783,LCD (LED),199.69,5,84.56023622,85,85.0 inch
Emete,EME-8509TE,214.783,LCD (LED),199.69,5,84.56023622,85,85.0 inch
Emete,EME-8510TE,214.783,LCD (LED),199.69,5,84.56023622,85,85.0 inch
Emete,EME-85XXTE,214.783,LCD (LED),199.69,5,84.56023622,85,85.0 inch
Emete,EME-7501TE,189.275,LCD (LED),175.6,4.5,74.51771654,75,75.0 inch
Emete,EME-7502TE,189.275,LCD (LED),175.6,4.5,74.51771654,75,75.0 inch
Emete,EME-7503TE,189.275,LCD (LED),175.6,4.5,74.51771654,75,75.0 inch
Emete,EME-7504TE,189.275,LCD (LED),175.6,4.5,74.51771654,75,75.0 inch
Emete,EME-7505TE,189.275,LCD (LED),175.6,4.5,74.51771654,75,75.0 inch
Emete,EME-7506TE,189.275,LCD (LED),175.6,4.5,74.51771654,75,75.0 inch
Emete,EME-7507TE,189.275,LCD (LED),175.6,4.5,74.51771654,75,75.0 inch
Emete,EME-7508TE,189.275,LCD (LED),175.6,4.5,74.51771654,75,75.0 inch
Emete,EME-7509TE,189.275,LCD (LED),175.6,4.5,74.51771654,75,75.0 inch
Emete,EME-7510TE,189.275,LCD (LED),175.6,4.5,74.51771654,75,75.0 inch
Emete,EME-75XXTE,189.275,LCD (LED),175.6,4.5,74.51771654,75,75.0 inch
Emete,EME-6501TE,163.878,LCD (LED),110.08,5.5,64.51889764,65,65.0 inch
Emete,EME-6502TE,163.878,LCD (LED),110.08,5.5,64.51889764,65,65.0 inch
Emete,EME-6503TE,163.878,LCD (LED),110.08,5.5,64.51889764,65,65.0 inch
Emete,EME-6504TE,163.878,LCD (LED),110.08,5.5,64.51889764,65,65.0 inch
Emete,EME-6505TE,163.878,LCD (LED),110.08,5.5,64.51889764,65,65.0 inch
Emete,EME-6506TE,163.878,LCD (LED),110.08,5.5,64.51889764,65,65.0 inch
Emete,EME-6507TE,163.878,LCD (LED),110.08,5.5,64.51889764,65,65.0 inch
Emete,EME-6508TE,163.878,LCD (LED),110.08,5.5,64.51889764,65,65.0 inch
Emete,EME-6509TE,163.878,LCD (LED),110.08,5.5,64.51889764,65,65.0 inch
Emete,EME-6510TE,163.878,LCD (LED),110.08,5.5,64.51889764,65,65.0 inch
Emete,EME-65XXTE,163.878,LCD (LED),110.08,5.5,64.51889764,65,65.0 inch
Emete,EME-5501TE,138.798,LCD (LED),104.8,4,54.64488189,55,55.0 inch
Emete,EME-5502TE,138.798,LCD (LED),104.8,4,54.64488189,55,55.0 inch
Emete,EME-5503TE,138.798,LCD (LED),104.8,4,54.64488189,55,55.0 inch
Emete,EME-5504TE,138.798,LCD (LED),104.8,4,54.64488189,55,55.0 inch
Emete,EME-5505TE,138.798,LCD (LED),104.8,4,54.64488189,55,55.0 inch
Emete,EME-5506TE,138.798,LCD (LED),104.8,4,54.64488189,55,55.0 inch
Emete,EME-5507TE,138.798,LCD (LED),104.8,4,54.64488189,55,55.0 inch
Emete,EME-5508TE,138.798,LCD (LED),104.8,4,54.64488189,55,55.0 inch
Emete,EME-5509TE,138.798,LCD (LED),104.8,4,54.64488189,55,55.0 inch
Emete,EME-5510TE,138.798,LCD (LED),104.8,4,54.64488189,55,55.0 inch
Emete,EME-55XXTE,138.798,LCD (LED),104.8,4,54.64488189,55,55.0 inch
Lg,75QNED86A6A,189.275,LCD (LED),106,7,74.51771654,75,75.0 inch
Lg,50QNED80ASA,125.727,LCD (LED),68,5.5,49.4988189,50,50.0 inch
Lg,65UA7350PSB,163.897,LCD (LED),115,5,64.52637795,65,65.0 inch
Lg,75UA8450PSA,189.275,LCD (LED),137,5.5,74.51771654,75,75.0 inch
Lg,43UA7350PSB,107.987,LCD (LED),66,4.5,42.51456693,43,43.0 inch
Lg,86UA8450PSA,217.425,LCD (LED),155,6,85.6003937,86,86.0 inch
Lg,50UA7350PSB,125.727,LCD (LED),81,4.5,49.4988189,50,50.0 inch
Lg,55UA7350PSB,138.783,LCD (LED),91,5,54.63897638,55,55.0 inch
Aiwa,AWS550G,138.783,LCD (LED),65.43,6,54.63897638,55,55.0 inch
Samsung,QA100QN80FW,252.784,LCD (LED),282,5,99.52125984,100,100.0 inch
Samsung,QA100QN80FS,252.784,LCD (LED),282,5,99.52125984,100,100.0 inch
Samsung,QA100QN80F*,252.784,LCD (LED),282,5,99.52125984,100,100.0 inch
Samsung,QA85Q7FAAW,214.783,LCD (LED),187,5.5,84.56023622,85,85.0 inch
Samsung,QA85Q7FAAS,214.783,LCD (LED),187,5.5,84.56023622,85,85.0 inch
Samsung,QA85Q7F5AW,214.783,LCD (LED),187,5.5,84.56023622,85,85.0 inch
Samsung,QA85Q7F5AS,214.783,LCD (LED),187,5.5,84.56023622,85,85.0 inch
Samsung,QA85QEF1AW,214.783,LCD (LED),187,5.5,84.56023622,85,85.0 inch
Samsung,QA85QEF1AS,214.783,LCD (LED),187,5.5,84.56023622,85,85.0 inch
Samsung,85Q7F,214.783,LCD (LED),187,5.5,84.56023622,85,85.0 inch
Samsung,QA75Q7FAAW,189.338,LCD (LED),143,5.5,74.54251969,75,75.0 inch
Samsung,QA75Q7FAAS,189.338,LCD (LED),143,5.5,74.54251969,75,75.0 inch
Samsung,QA75Q7F5AW,189.338,LCD (LED),143,5.5,74.54251969,75,75.0 inch
Samsung,QA75Q7F5AS,189.338,LCD (LED),143,5.5,74.54251969,75,75.0 inch
Samsung,QA75QEF1AW,189.338,LCD (LED),143,5.5,74.54251969,75,75.0 inch
Samsung,QA75QEF1AS,189.338,LCD (LED),143,5.5,74.54251969,75,75.0 inch
Samsung,QA75Q*F SERIES,189.338,LCD (LED),143,5.5,74.54251969,75,75.0 inch
Samsung,QA85QN990FW,214.783,LCD (LED),330,3,84.56023622,85,85.0 inch
Samsung,QA85QN990FS,214.783,LCD (LED),330,3,84.56023622,85,85.0 inch
Samsung,QA85QN990F*,214.783,LCD (LED),330,3,84.56023622,85,85.0 inch
Samsung,QA65QN990FW,163.897,LCD (LED),259,1.5,64.52637795,65,65.0 inch
Samsung,QA65QN990FS,163.897,LCD (LED),259,1.5,64.52637795,65,65.0 inch
Samsung,QA65QN990F*,163.897,LCD (LED),259,1.5,64.52637795,65,65.0 inch
Samsung,QA65Q7FAAW,163.897,LCD (LED),117,5,64.52637795,65,65.0 inch
Samsung,QA65Q7FAAS,163.897,LCD (LED),117,5,64.52637795,65,65.0 inch
Samsung,QA65Q7F5AW,163.897,LCD (LED),117,5,64.52637795,65,65.0 inch
Samsung,QA65Q7F5AS,163.897,LCD (LED),117,5,64.52637795,65,65.0 inch
Samsung,QA65QEF1AW,163.897,LCD (LED),117,5,64.52637795,65,65.0 inch
Samsung,QA65QEF1AS,163.897,LCD (LED),117,5,64.52637795,65,65.0 inch
Samsung,QA65Q*F SERIES,163.897,LCD (LED),117,5,64.52637795,65,65.0 inch
Samsung,QA55Q7FAAW,138.783,LCD (LED),84,5,54.63897638,55,55.0 inch
Samsung,QA55Q7FAAS,138.783,LCD (LED),84,5,54.63897638,55,55.0 inch
Samsung,QA55Q7F5AW,138.783,LCD (LED),84,5,54.63897638,55,55.0 inch
Samsung,QA55Q7F5AS,138.783,LCD (LED),84,5,54.63897638,55,55.0 inch
Samsung,QA55QEF1AW,138.783,LCD (LED),84,5,54.63897638,55,55.0 inch
Samsung,QA55QEF1AS,138.783,LCD (LED),84,5,54.63897638,55,55.0 inch
Samsung,55Q7F,138.783,LCD (LED),84,5,54.63897638,55,55.0 inch
Monster,MT32HDNFB,80.043,LCD (LED),15.87,8,31.51299213,32,32.0 inch
Monster,MT24HDNFB,59.827,LCD (LED),15.38,6,23.55393701,24,24.0 inch
Samsung,QA50QN90FAW,125.727,LCD (LED),77,5,49.4988189,50,50.0 inch
Samsung,QA50QN90FAS,125.727,LCD (LED),77,5,49.4988189,50,50.0 inch
Samsung,QA50QN90FA*,125.727,LCD (LED),77,5,49.4988189,50,50.0 inch
Samsung,QA85LS03FWW,214.783,LCD (LED),220,4.5,84.56023622,85,85.0 inch
Samsung,QA85LS03FWS,214.783,LCD (LED),220,4.5,84.56023622,85,85.0 inch
Samsung,QA85LS03FW*,214.783,LCD (LED),220,4.5,84.56023622,85,85.0 inch
Samsung,QA75LS03FWW,189.338,LCD (LED),189,4,74.54251969,75,75.0 inch
Samsung,QA75LS03FWS,189.338,LCD (LED),189,4,74.54251969,75,75.0 inch
Samsung,QA75LS03FW*,189.338,LCD (LED),189,4,74.54251969,75,75.0 inch
Samsung,QA65LS03FAW,163.897,LCD (LED),153,4,64.52637795,65,65.0 inch
Samsung,QA50LS03FAW,125.727,LCD (LED),92,4,49.4988189,50,50.0 inch
Samsung,QA50LS03FAS,125.727,LCD (LED),92,4,49.4988189,50,50.0 inch
Samsung,QA50LS03FA*,125.727,LCD (LED),92,4,49.4988189,50,50.0 inch
Samsung,QA85QN85FAW,214.783,LCD (LED),211,5,84.56023622,85,85.0 inch
Samsung,QA85QN85FAS,214.783,LCD (LED),211,5,84.56023622,85,85.0 inch
Samsung,QA85QN85FA*,214.783,LCD (LED),211,5,84.56023622,85,85.0 inch
Samsung,QA75QN85FAW,189.338,LCD (LED),166,5,74.54251969,75,75.0 inch
Samsung,QA75QN85FAS,189.338,LCD (LED),166,5,74.54251969,75,75.0 inch
Samsung,QA75QN85FA*,189.338,LCD (LED),166,5,74.54251969,75,75.0 inch
Samsung,QA65QN85FAW,163.897,LCD (LED),140,4.5,64.52637795,65,65.0 inch
Samsung,QA65QN85FAS,163.897,LCD (LED),140,4.5,64.52637795,65,65.0 inch
Samsung,QA65QN85FA*,163.897,LCD (LED),140,4.5,64.52637795,65,65.0 inch
Skyworth,24LP60G,60.469,LCD (LED),16.33,5.5,23.80669291,24,24.0 inch
Samsung,QA55QN85FAW,138.783,LCD (LED),111,4,54.63897638,55,55.0 inch
Samsung,QA55QN85FAS,138.783,LCD (LED),111,4,54.63897638,55,55.0 inch
Samsung,QA55QN85FA*,138.783,LCD (LED),111,4,54.63897638,55,55.0 inch
Samsung,UA85UE100FS,214.783,LCD (LED),142,6,84.56023622,85,85.0 inch
Samsung,UA85U**00F*,214.783,LCD (LED),142,6,84.56023622,85,85.0 inch
Samsung,UA85U8000FW,214.783,LCD (LED),142,6,84.56023622,85,85.0 inch
Samsung,UA85U8000FS,214.783,LCD (LED),142,6,84.56023622,85,85.0 inch
Samsung,UA85U8500FW,214.783,LCD (LED),142,6,84.56023622,85,85.0 inch
Samsung,UA85U8500FS,214.783,LCD (LED),142,6,84.56023622,85,85.0 inch
Samsung,UA75U8000FW,189.338,LCD (LED),136,5.5,74.54251969,75,75.0 inch
Samsung,UA75U8000FS,189.338,LCD (LED),136,5.5,74.54251969,75,75.0 inch
Samsung,UA75U8500FW,189.338,LCD (LED),136,5.5,74.54251969,75,75.0 inch
Samsung,UA75U8500FS,189.338,LCD (LED),136,5.5,74.54251969,75,75.0 inch
Samsung,UA75UE100FS,189.338,LCD (LED),136,5.5,74.54251969,75,75.0 inch
Samsung,UA75U**00F*,189.338,LCD (LED),136,5.5,74.54251969,75,75.0 inch
Samsung,UA65UE100FS,163.897,LCD (LED),113,5.5,64.52637795,65,65.0 inch
Samsung,UA65U**00F*,163.897,LCD (LED),113,5.5,64.52637795,65,65.0 inch
Samsung,UA65U8000FW,163.897,LCD (LED),113,5.5,64.52637795,65,65.0 inch
Samsung,UA65U8000FS,163.897,LCD (LED),113,5.5,64.52637795,65,65.0 inch
Samsung,UA65U8500FW,163.897,LCD (LED),113,5.5,64.52637795,65,65.0 inch
Samsung,UA65U8500FS,163.897,LCD (LED),113,5.5,64.52637795,65,65.0 inch
Samsung,UA55U8500FW,138.783,LCD (LED),79,5.5,54.63897638,55,55.0 inch
Samsung,UA55U8500FS,138.783,LCD (LED),79,5.5,54.63897638,55,55.0 inch
Samsung,UA55UE100FS,138.783,LCD (LED),79,5.5,54.63897638,55,55.0 inch
Samsung,UA55U**00F*,138.783,LCD (LED),79,5.5,54.63897638,55,55.0 inch
Samsung,UA55U8000FW,138.783,LCD (LED),79,5.5,54.63897638,55,55.0 inch
Samsung,UA55U8000FS,138.783,LCD (LED),79,5.5,54.63897638,55,55.0 inch
Samsung,UA50U8000FW,125.727,LCD (LED),71,5,49.4988189,50,50.0 inch
Samsung,UA50U8000FS,125.727,LCD (LED),71,5,49.4988189,50,50.0 inch
Samsung,UA50U8500FW,125.727,LCD (LED),71,5,49.4988189,50,50.0 inch
Samsung,UA50U8500FS,125.727,LCD (LED),71,5,49.4988189,50,50.0 inch
Samsung,UA50UE100FS,125.727,LCD (LED),71,5,49.4988189,50,50.0 inch
Samsung,UA50U**00F*,125.727,LCD (LED),71,5,49.4988189,50,50.0 inch
Samsung,UA43UE100FS,107.987,LCD (LED),68,4,42.51456693,43,43.0 inch
Samsung,UA43U**00F*,107.987,LCD (LED),68,4,42.51456693,43,43.0 inch
Samsung,UA43U8000FW,107.987,LCD (LED),68,4,42.51456693,43,43.0 inch
Samsung,UA43U8000FS,107.987,LCD (LED),68,4,42.51456693,43,43.0 inch
Samsung,UA43U8500FW,107.987,LCD (LED),68,4,42.51456693,43,43.0 inch
Samsung,UA43U8500FS,107.987,LCD (LED),68,4,42.51456693,43,43.0 inch
Lg,100QNED86AS,252.784,LCD (LED),260,5.5,99.52125984,100,100.0 inch
Lg,100QNED86A6,252.784,LCD (LED),260,5.5,99.52125984,100,100.0 inch
Samsung,QA85QN80FAW,214.783,LCD (LED),248,4,84.56023622,85,85.0 inch
Samsung,QA85QN80FAS,214.783,LCD (LED),248,4,84.56023622,85,85.0 inch
Samsung,QA85QN80FA*,214.783,LCD (LED),248,4,84.56023622,85,85.0 inch
Samsung,QA75QN80FAW,189.338,LCD (LED),204,4,74.54251969,75,75.0 inch
Samsung,QA75QN80FAS,189.338,LCD (LED),204,4,74.54251969,75,75.0 inch
Samsung,QA75QN80FA*,189.338,LCD (LED),204,4,74.54251969,75,75.0 inch
Samsung,QA50QN80FAW,127.225,LCD (LED),100,4,50.08858268,50,50.0 inch
Samsung,QA50QN80FAS,127.225,LCD (LED),100,4,50.08858268,50,50.0 inch
Samsung,QA50QN80FA*,127.225,LCD (LED),100,4,50.08858268,50,50.0 inch
Samsung,QA55QN80FAW,138.783,LCD (LED),107,4,54.63897638,55,55.0 inch
Samsung,QA55QN80FAS,138.783,LCD (LED),107,4,54.63897638,55,55.0 inch
Samsung,QA55QN80FA*,138.783,LCD (LED),107,4,54.63897638,55,55.0 inch
Sony,K-98XR50,247.691,LCD (LED),356.4,3.5,97.51614173,98,98.0 inch
Samsung,QA43Q8FAAW,107.987,LCD (LED),68,4,42.51456693,43,43.0 inch
Samsung,QA43Q8FAAS,107.987,LCD (LED),68,4,42.51456693,43,43.0 inch
Samsung,QA43Q8F5AW,107.987,LCD (LED),68,4,42.51456693,43,43.0 inch
Samsung,QA43Q8F*A*,107.987,LCD (LED),68,4,42.51456693,43,43.0 inch
Samsung,QA50Q8FAAW,125.727,LCD (LED),75,5,49.4988189,50,50.0 inch
Samsung,QA50Q8FAAS,125.727,LCD (LED),75,5,49.4988189,50,50.0 inch
Samsung,QA50Q8F5AW,125.727,LCD (LED),75,5,49.4988189,50,50.0 inch
Samsung,QA50Q8F*A*,125.727,LCD (LED),75,5,49.4988189,50,50.0 inch
Samsung,QA55Q8FAAW,138.783,LCD (LED),79,5.5,54.63897638,55,55.0 inch
Samsung,QA55Q8FAAS,138.783,LCD (LED),79,5.5,54.63897638,55,55.0 inch
Samsung,QA55Q8F5AW,138.783,LCD (LED),79,5.5,54.63897638,55,55.0 inch
Samsung,QA55Q8F*A*,138.783,LCD (LED),79,5.5,54.63897638,55,55.0 inch
Samsung,QA65Q8FAAW,163.897,LCD (LED),122,5,64.52637795,65,65.0 inch
Samsung,QA65Q8FAAS,163.897,LCD (LED),122,5,64.52637795,65,65.0 inch
Samsung,QA65Q8F5AW,163.897,LCD (LED),122,5,64.52637795,65,65.0 inch
Samsung,QA65Q8F*A*,163.897,LCD (LED),122,5,64.52637795,65,65.0 inch
Samsung,QA75Q8FAAW,189.338,LCD (LED),181,4.5,74.54251969,75,75.0 inch
Samsung,QA75Q8FAAS,189.338,LCD (LED),181,4.5,74.54251969,75,75.0 inch
Samsung,QA75Q8F5AW,189.338,LCD (LED),181,4.5,74.54251969,75,75.0 inch
Samsung,QA75Q8F*A*,189.338,LCD (LED),181,4.5,74.54251969,75,75.0 inch
Samsung,QA85Q8FAAW,214.783,LCD (LED),196,5,84.56023622,85,85.0 inch
Samsung,QA85Q8FAAS,214.783,LCD (LED),196,5,84.56023622,85,85.0 inch
Samsung,QA85Q8F5AW,214.783,LCD (LED),196,5,84.56023622,85,85.0 inch
Samsung,QA85Q8F*A*,214.783,LCD (LED),196,5,84.56023622,85,85.0 inch
Samsung,QA83S95FAE,209.585,LCD (LED),248,4,82.51377953,83,83.0 inch
Samsung,QA65LS03FWW,163.897,LCD (LED),154,4,64.52637795,65,65.0 inch
Samsung,QA65LS03FWS,163.897,LCD (LED),154,4,64.52637795,65,65.0 inch
Samsung,QA65LS03FW*,163.897,LCD (LED),154,4,64.52637795,65,65.0 inch
Samsung Electronics,UA75TU8000W,189.579,LCD (LED),154,5,74.63740157,75,75.0 inch
Samsung Electronics,UA75TU8000S,189.579,LCD (LED),154,5,74.63740157,75,75.0 inch
Samsung Electronics,UA75TU8000,189.579,LCD (LED),154,5,74.63740157,75,75.0 inch
Samsung Electronics,UA43TU8000W,107.95,LCD (LED),69,4,42.5,43,43.0 inch
Samsung Electronics,UA43TU8000S,107.95,LCD (LED),69,4,42.5,43,43.0 inch
Samsung Electronics,UA43TU8500S,107.95,LCD (LED),69,4,42.5,43,43.0 inch
Samsung Electronics,UA43TU8000,107.95,LCD (LED),69,4,42.5,43,43.0 inch
Lg,OLED97M56LA,245.145,OLED,253,5,96.51377953,97,97.0 inch
Lg,OLED97M5PSA,245.145,OLED,253,5,96.51377953,97,97.0 inch
Lg,OLED97G56LA,245.145,OLED,228,5.5,96.51377953,97,97.0 inch
Lg,OLED97G5PSA,245.145,OLED,228,5.5,96.51377953,97,97.0 inch
Tcl,43P7K,107.95,LCD (LED),50.5,4.5,42.5,43,43.0 inch
Tcl,65P7K,163.829,LCD (LED),75,6,64.4996063,65,65.0 inch
Samsung,QA98QN90FAW,247.688,LCD (LED),242,5.5,97.51496063,98,98.0 inch
Samsung,QA98QN90FAS,247.688,LCD (LED),242,5.5,97.51496063,98,98.0 inch
Samsung,QA98QN90FA*,247.688,LCD (LED),242,5.5,97.51496063,98,98.0 inch
Samsung,QA85QN90FAW,214.783,LCD (LED),211,5,84.56023622,85,85.0 inch
Samsung,QA85QN90FAS,214.783,LCD (LED),211,5,84.56023622,85,85.0 inch
Samsung,QA85QN90FA*,214.783,LCD (LED),211,5,84.56023622,85,85.0 inch
Samsung,QA85QN900FW,214.783,LCD (LED),286,3.5,84.56023622,85,85.0 inch
Samsung,QA85QN900FS,214.783,LCD (LED),286,3.5,84.56023622,85,85.0 inch
Samsung,QA85QN900F*,214.783,LCD (LED),286,3.5,84.56023622,85,85.0 inch
Samsung,QA85QN70FAW,214.783,LCD (LED),199,5,84.56023622,85,85.0 inch
Samsung,QA85QN70FAS,214.783,LCD (LED),199,5,84.56023622,85,85.0 inch
Samsung,QA85QN70FA*,214.783,LCD (LED),199,5,84.56023622,85,85.0 inch
Samsung,QA83S85FAE,209.585,LCD (LED),186,5,82.51377953,83,83.0 inch
Samsung,QA77S95FAW,195.177,LCD (LED),216,4,76.84133858,77,77.0 inch
Samsung,QA77S95FAS,195.177,LCD (LED),216,4,76.84133858,77,77.0 inch
Samsung,QA77S95FA*,195.177,LCD (LED),216,4,76.84133858,77,77.0 inch
Samsung,QA75QN90FAW,189.338,LCD (LED),151,5,74.54251969,75,75.0 inch
Samsung,QA75QN90FAS,189.338,LCD (LED),151,5,74.54251969,75,75.0 inch
Samsung,QA75QN90FA*,189.338,LCD (LED),151,5,74.54251969,75,75.0 inch
Samsung,QA75QN900FW,189.338,LCD (LED),271,2.5,74.54251969,75,75.0 inch
Samsung,QA75QN900FS,189.338,LCD (LED),271,2.5,74.54251969,75,75.0 inch
Samsung,QA75QN900F*,189.338,LCD (LED),271,2.5,74.54251969,75,75.0 inch
Samsung,QA75QN70FAW,189.338,LCD (LED),156,5,74.54251969,75,75.0 inch
